PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
516.3588992797801,83.16714950010956,3.278983910836454,0.9510252712628238,3.291608432774574,10.775531516316645,1.0985794886720388,4.841138260238987,38.71533397006789,1.0698400675540893,5.950658462901255,0.5125399646655249,486.1956729369964,Severe
355.68573293637326,95.52109248019349,8.633500254525254,16.858361279709765,24.0721070864403,10.47073665661584,1.1749110441055874,9.4216512250205,38.841583584604045,1.4093309838006158,9.840884442179016,2.385770476824065,509.16512250205017,Severe
451.72262983296224,94.65877062595322,13.35387248260668,18.151844061070157,30.097161081002124,10.504333611975849,1.398890746505655,9.040885730940387,38.001659700603795,1.8348924183607447,11.705515464659578,2.6489466271441446,471.0885730940386,Severe
459.174136745643,94.59186303662591,13.720126364443884,18.252205445061136,30.564645276561826,10.50694040117042,1.4162693411361273,9.011342120068583,37.93648997073952,1.867911748158642,11.850192264958261,2.66936647583495,468.1342120068584,Severe
437.3964350696683,89.82875167754138,3.0588317445576236,0.6296105815192079,2.6719470924039603,10.91454814126891,1.0419470924039604,6.118684939862176,40.23604718982337,1.0564070543461386,5.948141086922772,0.8255915162106925,491.80529075960396,Severe
523.1497229368796,91.59265961684834,13.919723342039656,15.097937996739013,27.72024066607525,10.584563471966266,1.4652381338247693,7.881349526297044,37.66119036525379,1.917738184469779,11.534564079706382,2.3305557468811475,451.8214249539279,Severe
503.890951639916,84.04133105162568,3.0345034934444794,0.6215011644814933,2.712494177592534,10.801016302740905,1.0824941775925339,4.980663415569551,38.97368127095245,1.0510007763209956,5.8400155264199105,0.5255430858152499,487.7505822407466,Severe
481.4554262442571,85.65564316879652,4.205102420714463,4.083347316323902,7.253758794101984,10.71376695446882,1.1070923988467558,5.765632232823528,38.76563859827014,1.1247792449545568,6.6703468426261034,0.8780810224662956,491.9140646684423,Severe
501.65998280398037,84.09389629906511,3.521760512717427,2.0693523474817264,4.617301469066147,10.7522825892832,1.0971528801849808,5.186655270775129,38.75072932027747,1.0812938508092909,6.175855789202793,0.6407750144164156,489.056453053182,Severe
448.29301424185496,88.21899035161655,5.326694266817105,7.3889843754736875,11.581064062156182,10.650549959506671,1.1234064620627944,6.715926415157766,38.790109693094195,1.196153271524725,7.4819714876240155,1.267579281749213,496.6043578430534,Severe
496.54221917575927,84.48948287394359,3.6948493084080933,2.5794922344173106,5.285109513530866,10.742526675344271,1.099670535395027,5.333308686760312,38.75450580309254,1.0923085923532425,6.3011091359025855,0.7008840325562653,489.7802789260702,Severe
516.6913323218293,83.57960579412574,3.7998829294806544,1.6435629471630833,4.487469927120699,10.766183005572852,1.116528629300123,4.989966551280187,38.663730190762145,1.1113474552565346,6.224008917049791,0.6015377869464436,484.51294100311344,Severe
314.61273600709836,99.67182935944885,6.001357824138204,9.267443547977106,13.951629704590285,10.811203103212405,1.0624976524125298,9.219669319937559,40.986676876186905,1.245757501287543,8.126702589725467,2.006078791000104,506.26078791000106,Severe
421.103067631942,91.24686215699874,3.064792974971036,0.6315976583236788,2.6620117083816064,10.942367216531503,1.0320117083816063,6.39753805142292,40.545368812385995,1.057731772215786,5.974635444315717,0.8991133579761145,492.79882916183936,Severe
517.6849317807586,84.81238442539559,5.356782869062608,3.7134686816252334,8.061745596024567,10.73824151347698,1.1701762941241962,5.434795105446459,38.509493154392935,1.2354076801622036,7.04101814593307,0.867540791699139,479.48347242585663,Severe
355.09466893124716,95.52639968425095,8.604448481665287,16.850400473623584,24.03502558276613,10.470529882431782,1.1735325495452094,9.423994665773144,38.846752939205466,1.4067118441358977,9.82940847496387,2.384150745715621,509.3994665773144,Severe
485.35598649572563,94.3567744201305,15.007007557337573,18.604838369804245,32.20721249311415,10.516099697916992,1.4773313194466227,8.907536756940742,37.707507552075164,1.9839295069485832,12.358533234393134,2.7411143003497815,457.75367569407416,Severe
516.7091145279388,83.60166853128956,3.827746386297699,1.680607543017473,4.551437863158682,10.76568294353378,1.11748874841514,4.9979275389422,38.66096984830647,1.1135677307100105,6.238630731072232,0.6062983775584012,484.42292983608064,Severe
299.4189588735062,101.28287637709253,5.015411628951286,6.318717219303476,10.057051111033086,10.944242053764428,1.0205812707317552,9.137659007953435,41.815892252915276,1.1856166058325184,7.474264996607321,1.8602826808061053,504.80282680806107,Severe
417.36984241679994,90.60925151162726,6.372552371833725,10.471413444986304,15.616174787329392,10.591601593587553,1.1386189435903087,7.6020534641354836,38.812928415385464,1.2627078782076007,8.23879244361786,1.630777278218621,500.97794628221374,Severe
432.8265943384954,89.41449458347752,5.849786810590797,8.930680763577602,13.599250203770314,10.621066561584882,1.1310150808813206,7.1591284613369295,38.80152262132198,1.229440978855778,7.860500273845705,1.4492350560415312,498.7918357533797,Severe
485.52782059228724,94.35523151004534,15.015453487219295,18.607152734931976,32.217992825916916,10.516159811296934,1.4777320753128966,8.906855471968075,37.70600471757664,1.9846909430945034,12.361869526979865,2.7415851884926536,457.6855471968076,Severe
523.520665795471,92.05289580697924,14.50096451416327,15.870700847257988,29.054633536463847,10.574132008001376,1.485266544637356,8.047418432618077,37.603608684167604,1.964053884473886,11.839580086039735,2.4298632838268905,449.9437614402479,Severe
324.4474025691724,99.65939026380754,3.1001562411836843,0.6433854137278947,2.603072931360526,11.107395792190525,0.9730729313605263,8.051753059814562,42.38032940364228,1.0655902758185964,6.13180551637193,1.3352603079321055,498.69270686394736,Severe
485.8814098101014,85.31352895515327,4.055410441793399,3.6421642293583654,6.676219922701081,10.72220413873528,1.1049150609715404,5.638802301592226,38.762372591457314,1.115253391750489,6.562024283334133,0.8260970806955261,491.2880800293178,Severe
461.9799846526857,87.68909642093581,3.049837397378992,0.6266124657929975,2.6869376710350132,10.872574521101964,1.0569376710350131,5.697949366283968,39.769340508443264,1.054408310528665,5.908166210573299,0.7146612343409038,490.3062328964987,Severe
324.3900571432697,98.63510729103389,6.63582234790799,11.164973306682306,16.45782321160698,10.725591439191714,1.089471190391652,9.272443633374971,40.453069929208624,1.284458664474979,8.546551572183107,2.0998997926666156,507.19899792666615,Severe
506.7936239372605,83.69708244440189,3.34813472109868,1.557629787092655,3.9474215966752713,10.762068770265346,1.0946274141250718,5.039546872785427,38.74694112118761,1.0702449367971887,6.050213852722318,0.5804795122360871,488.33038156095813,Severe
358.60453028650124,95.15162006087,8.360064465774462,16.32915363458255,23.284357811588016,10.479578184656349,1.1675282104112648,9.286018256456181,38.8562923156169,1.3891859205492838,9.67702846796043,2.3209860235689495,509.28936049323863,Severe
343.8912292294008,96.56733277692332,7.901281637652133,14.949655618708228,21.456504361668408,10.5548363039767,1.1432707535415878,9.377703648233542,39.38877422341641,1.3616493420379303,9.383953468169064,2.2870287079707405,509.0702870797074,Severe
365.32892370679446,94.63184619976383,8.132637557573672,15.658864510594398,22.40690344940242,10.492396792209485,1.1642201826556169,9.093325639689692,38.85133027398342,1.3747132991183244,9.512454087116948,2.2420068609028565,508.3383025134899,Severe
515.3719101187634,83.03400866933431,3.058006975444605,0.7025441949012858,2.8280560034426436,10.778421425020394,1.0904073741882852,4.7937295464676115,38.74061106128243,1.0517822620737478,5.8402668658671875,0.4797260587453085,487.117120079132,Severe
517.7459287655613,84.88806459889095,5.452360821627458,3.8405400155449048,8.281170070039204,10.736526187695128,1.173469719625354,5.462103091893559,38.50002455607711,1.243023726633631,7.091174271794452,0.8838706931423796,479.17471378512306,Severe
418.0168771139504,90.55923782239358,6.350668896035376,10.4069168735879,15.531744358885582,10.592835025859824,1.1383006384877872,7.58351219191361,38.812450957731684,1.2613152933840694,8.222956764767419,1.6231777438959218,500.88643356523886,Severe
518.3492599509907,85.63662961298387,6.397738033442009,5.09742342996023,10.45153354698316,10.719559618926022,1.2060455316620362,5.7322108666977165,38.40636909647165,1.3183552919684587,7.587276742603093,1.0453924278242628,476.1207314066841,Severe
518.9023767055019,86.32289258286667,7.264432790510675,6.249698153643768,12.441260634639725,10.704005154513448,1.23591010333418,5.979837940145907,38.32050845291423,1.3874171139602907,8.04208928202678,1.1934709290319747,473.3209278124207,Severe
308.06685400054096,101.0850886452637,3.106149368429413,0.6453831228098044,2.593084385950978,11.13536371933726,0.9630843859509782,8.33209823430921,42.69130611739288,1.066922081873203,6.158441637464057,1.409175543962761,499.6915614049022,Severe
486.2507827859743,85.28497761886794,4.042917812551601,3.605345043902087,6.628021087699089,10.72290826874709,1.1047333500007506,5.62821763754372,38.762100025001125,1.1144584062532839,6.552984162537342,0.82175873126792,491.23583812521576,Severe
390.07852579207776,92.71878201201318,7.295576854898366,13.19181833052773,19.177371065626062,10.539576577269365,1.1520447542530672,8.38410693524116,38.8330671313796,1.3214457998571687,8.906726524090091,1.951318507791978,504.8378668477568,Severe
389.97722052245496,92.72661258167963,7.299003118475572,13.20191646372528,19.19059021346394,10.539383460595014,1.1520945908141902,8.387009914926576,38.833141886221284,1.321663834812082,8.90920589300596,1.9525083556887899,504.85219485907965,Severe
308.8124423633761,100.28685389837777,5.624968372146633,8.141753837584567,12.464856582767753,10.861991328712191,1.0464958827345148,9.188361509697964,41.30323362416503,1.2227984404451735,7.87763156604158,1.9504204616852692,505.7042046168527,Severe
419.77610779604225,90.42325498096021,6.2911696416293665,10.231556343784005,15.302185417340944,10.596188620199072,1.1374351947873362,7.533100096362336,38.811152792181005,1.257528977194596,8.17990094066998,1.602515275547653,500.63761850135916,Severe
521.3569663876782,89.36835087245106,11.11060087518071,11.363196569156262,21.2711569266532,10.634978448040547,1.3684413797621495,7.078743107194488,37.939481033183824,1.6938956906999705,10.0604301792944,1.8506051746539904,460.8961206472985,Severe
292.71484713147373,102.42126681131407,3.111766184634202,0.6472553948780674,2.5837230256096633,11.161575528292943,0.9537230256096632,8.594840414555453,42.98275646935248,1.068170263252045,6.183405265040898,1.478449610488492,500.6276974390337,Severe
496.27268548095253,84.51031695673612,3.703965255532907,2.606359416761535,5.320280494983329,10.742012867415417,1.0998031309895697,5.341032380142427,38.75470469648435,1.0928886980793668,6.307705766731086,0.7040497523759734,489.81840015950127,Severe
396.77187892577535,92.20140746465997,7.069199765762116,12.524623309637073,18.30396709626766,10.552336013202499,1.1487519965929034,8.19230380153663,38.82812799488936,1.307039985093953,8.74291183049695,1.8727039186555712,503.89119902045974,Severe
281.0076589873474,103.23508809586001,3.8206757241399707,2.7455514263557714,5.337733867813525,11.105454107463553,0.9697884318950449,9.038281714577263,42.82070710816324,1.1127399240233253,6.683663418192439,1.6836119370262435,503.03611937026244,Severe
488.83314016696977,85.3519036100052,3.040012672811792,0.6233375576039307,2.7033122119803465,10.826725806455029,1.0733122119803467,5.238370583751605,39.25954646701188,1.0522250384026206,5.86450076805241,0.5934896313454353,488.66877880196535,Severe
508.9880466421225,83.527460667252,3.2739167597363554,1.3388892136956994,3.6610752075646324,10.766251964451223,1.0935478801416199,4.976664018249349,38.74532182021243,1.0655219756195864,5.996507037045582,0.554705638381171,488.0200155407157,Severe
482.2847725711282,85.9218477143467,3.0424085144461093,0.6241361714820365,2.6993191425898178,10.83790640074851,1.0693191425898176,5.3504427313124525,39.38386402737035,1.052757447654691,5.87514895309382,0.6230383448353498,489.06808574101825,Severe
384.55649592824034,93.14561705929172,7.482338410986829,13.74225557129027,19.897931105661915,10.529050016835289,1.15476128597799,8.542344908217931,38.837141928966986,1.3333306261537072,9.041873977405015,2.0161757027245173,505.6188697186722,Severe
324.83752392587525,98.58766089115105,6.664859115257107,11.25181524673937,16.572521126255893,10.721673354133515,1.090705655546975,9.27485889128756,40.42864898809245,1.2862298536108772,8.565766290687698,2.104193584511217,507.24193584511215,Severe
405.7154045961422,92.58614369525833,3.0704228366451773,0.6334742788817258,2.652628605591371,10.96863990434416,1.022628605591371,6.660890469735524,40.83749607925532,1.0589828525878173,5.999657051756344,0.9685483186238554,493.7371394408629,Severe
516.9733122956125,83.92946396182285,4.241725565565943,2.2309947935593155,5.501836581966897,10.758253310022146,1.131753644757477,5.116207304447412,38.619958271322254,1.1465553035016653,6.455873214952408,0.6770284885891561,483.08559580398656,Severe
519.8311490641986,87.4752389401698,8.719753258074833,8.18455350606934,15.782333754000947,10.677886696732324,1.2860575422739355,6.39564378802138,38.176334565962435,1.5033830665084755,8.805792987546809,1.4421186471082628,468.61960541181855,Severe
521.7767990837606,89.88924565735418,11.768448958018467,12.237808664931947,22.7814212259462,10.623172129253078,1.3911095118340893,7.266699702290991,37.87431015347699,1.7463157461163317,10.405646940639986,1.9630013295106927,458.77098326555415,Severe
291.86567295209835,102.08377655155871,4.525267970143364,4.852816221242079,8.12093835895817,11.010379737854961,0.9997433702648749,9.096889202692147,42.22812028389051,1.1557187486409077,7.149918545861968,1.787803027008261,504.0780302700826,Severe
330.5215348782173,97.98496619499291,7.0337028150552445,12.354937439481304,18.02948782952506,10.671903317007333,1.1063866261483746,9.305539051159863,40.11843848271694,1.308728637517233,8.809844007005134,2.158736090950868,507.78736090950866,Severe
520.6816647151497,88.53049064208116,10.052451010352723,9.956381386341166,18.84189399218091,10.653968933769692,1.33197964716219,6.776414574386492,38.044308514408705,1.6095779340625644,9.505148376574185,1.6698157505125255,464.3144080785447,Severe
290.1465586511223,102.64480051741725,3.112705840568312,0.6475686135227706,2.582156932386147,11.165960589318788,0.9521569323861472,8.638795431028802,43.03151417171128,1.0683790756818472,6.187581513636941,1.4900387003425108,500.78430676138527,Severe
288.56667354655576,102.43358049476366,4.311191122548479,4.212564207547947,7.275315025667469,11.039266262576637,0.9906421364484566,9.079082440877416,42.40816643112836,1.1426604566434377,7.008255862980325,1.756146561559849,503.76146561559847,Severe
522.2741704089339,90.50634416316534,12.547794577778172,13.273952302975715,24.57061526183388,10.6091853090851,1.417964206556606,7.489369879365192,37.79710290614976,1.8084172276621517,10.814621562351647,2.0961558575098382,456.2533556353182,Severe
516.8768033408688,83.80972338017801,4.090502872699881,2.0299435177603593,5.1546648864998,10.760967285127425,1.126542812555344,5.073000820771394,38.63493941390339,1.1345052540342333,6.376516582874094,0.6511914455869144,483.5741113229365,Severe
492.0032683626108,84.84032909040698,3.8483619727317713,3.03193592326946,5.877389283885126,10.733874143355118,1.1019034468760986,5.463375780532738,38.75785517031415,1.102077580082931,6.412196482085901,0.7541947941668519,490.4222409768783,Severe
435.6792717769875,89.19399184456566,5.753305898576858,8.646325202896522,13.227009303236537,10.626504576625669,1.129611722161118,7.0773828158851195,38.79941758324168,1.223301284454891,7.790683177515618,1.4157298665966909,498.38837012132143,Severe
310.27650295172265,100.13161465643243,5.719973383337166,8.425890821145165,12.840135157470469,10.849171798551547,1.050534912785129,9.196263959796992,41.22333107316375,1.228593570517794,7.9404999468294,1.9644692618613184,505.8446926186132,Severe
415.9363909483948,91.69654933043972,3.066683299380643,0.6322277664602145,2.6588611676989276,10.951188730443002,1.0288611676989277,6.485963226583431,40.64345564564005,1.0581518443068096,5.983036886136193,0.9224273590279355,493.11388323010726,Severe
517.7585862129255,84.9037689458456,5.472194144662671,3.8669085110662387,8.326702709713729,10.736170241481286,1.1741531363559286,5.467769755617907,38.49805973297671,1.2446041278230844,7.10158213908716,0.8872593010981451,479.1106434666317,Severe
521.9979761417495,90.16366443683881,12.11501773392245,12.698573469651386,23.577061531287868,10.616952301975548,1.4030515802069474,7.365719352549272,37.83997670690503,1.7739317792285658,10.587514690234968,2.022214085192781,457.65141435559866,Severe
436.99519336800404,89.86367417371045,3.0589785462696844,0.6296595154232281,2.6717024228838597,10.915233215925193,1.0417024228838596,6.125551997726342,40.243664567549175,1.0564396769488187,5.948793538976375,0.8274020706594395,491.82975771161404,Severe
306.4149261616709,100.54107056172279,5.46939007478277,7.676456822548099,11.850307929409945,10.882984333716927,1.039881648280968,9.175420616201894,41.43408043618085,1.213308451881389,7.774679568895069,1.9274144288033672,505.4741442880337,Severe
479.29198138324256,94.41122353606092,14.708951682471778,18.523164695908637,31.82677581297703,10.513978303789834,1.4631886919322314,8.931579223715206,37.76054240525413,1.9570585146712398,12.240795860335828,2.724496713020372,460.15792237152067,Severe
373.3171916189242,94.01437892848435,7.862464924953368,14.862592078817109,21.364528310456453,10.507624704229901,1.1602903989084126,8.864415736415037,38.84543559836262,1.3575204952243052,9.31694734569353,2.1481832739383515,507.2084896861686,Severe
518.0008826679144,85.20439098167559,5.851855519015491,4.371670079839692,9.19831582901044,10.729356505401732,1.1872355096286746,5.576244434004426,38.46044790981756,1.2748571160163098,7.300815782053356,0.9521260685755113,477.8841709723118,Severe
325.10512945547293,98.55928578161952,6.682224425502081,11.303750684773325,16.641115706650552,10.71933016069935,1.0914439219714378,9.276303325596292,40.414044152304164,1.2872891054372804,8.577257568077163,2.1067614677267406,507.26761467726743,Severe
377.87839921469435,93.66181233471463,7.70819951001833,14.407929828617657,20.769344291379813,10.516319663980786,1.1580465383275393,8.733710857579167,38.842069807491306,1.3477036051829847,9.205315281795084,2.094611102570002,506.56337976916757,Severe
342.5163175340187,96.71311926351535,7.81206162719253,14.682820171529603,21.10407707451098,10.566875233299346,1.1394776662207544,9.37028239043191,39.4638113856329,1.3562070863167346,9.324913239436093,2.273835360767842,508.93835360767844,Severe
294.52377863126753,101.80192871416091,4.6977562959716614,5.368687036750735,8.802283187599707,10.987104973001975,1.0070765153555419,9.111236660478234,42.083051544053404,1.1662402176840385,7.264060543360175,1.8133096186279722,504.3330961862797,Severe
523.641048489153,92.2022570118513,14.689595664105951,16.121486841295205,29.487686241070232,10.57074666790908,1.4917663976145628,8.101313046887414,37.58492160685813,1.979084794483676,11.938567430338443,2.4620917215055393,449.33440022363476,Severe
402.7771909033411,91.7372162731829,6.8660930391810595,11.926012393659086,17.5203444166222,10.563783846882522,1.1457977169335427,8.020217011378861,38.82369657540031,1.2941150115842492,8.595936417443749,1.8021704917883317,503.0418436183935,Severe
464.1844923036601,86.99063049897302,4.789225755318347,5.804918089765531,9.507412823246424,10.680843639245692,1.115588738259176,6.2605440035969995,38.77838310738876,1.161950729883895,7.093039728394005,1.0809311259378263,494.3567622495131,Severe
519.590544847667,87.17671649828651,8.342743501462483,7.683317275454787,14.916808124678408,10.684652844553796,1.2730665384567117,6.287926714703566,38.21368370193696,1.4733413701811455,8.607950825247002,1.3777049198478615,469.8375120196833,Severe
393.7932200751364,92.43164815923956,7.169941517567027,12.821536727229361,18.69264709141315,10.546657841737131,1.1502173311646113,8.277659540338608,38.830325996746915,1.3134508238451743,8.815812225439412,1.9076887815550947,504.31248270982576,Severe
490.4076377772404,84.96366617353394,3.9023280791119053,3.1909887568007242,6.085600334319024,10.730832417359146,1.1026884084234458,5.509099790665723,38.75903261263517,1.105511786852576,6.451248319066433,0.7729357511097708,490.6479174217407,Severe
372.95279713907024,94.04254544313054,7.874789175594106,14.898915006614626,21.41207751020126,10.506930064648333,1.1604696607359142,8.874857737867007,38.845704491103874,1.358304765719625,9.325865621611737,2.152463150069953,507.26002746157536,Severe
375.5601165564152,95.34263903272766,9.610359061107694,17.126041450908513,25.318963641461306,10.477689388335287,1.221262588901907,9.342853598866757,38.66776529161785,1.4973989189136236,10.226761052608378,2.4402335419597407,501.2853598866758,Severe
511.44380683292,83.3376383477444,3.190860056690075,1.0940984579902038,3.3406273459933455,10.770933342259285,1.0923397826427648,4.9062923389410455,38.74350967396415,1.0602365490620957,5.936404186477546,0.525862310596008,487.67268750979486,Severe
339.0583424945843,97.0797799250075,7.587668620555365,14.01171502413786,20.21770395956898,10.597153772087724,1.1299378526298953,9.351617537754143,39.65253378493033,1.3425195276863717,9.17642396702185,2.24065340045181,508.6065340045181,Severe
517.345653121839,84.3914346382321,4.8251572539050915,3.006669945608205,6.841258361800778,10.747782533131637,1.1518575363872539,5.282902072544312,38.56215958288665,1.1930455528955242,6.762038731230884,0.7767102845867995,481.20085596369495,Severe
325.64114112041534,98.50245067165082,6.717006998458042,11.407776938087082,16.77851008448214,10.714636763609175,1.0929226635203972,9.279196515583386,40.384790786879094,1.2894107780944832,8.600274501752272,2.111904916592686,507.31904916592686,Severe
453.1055959651726,88.46148823279668,3.0530842569337553,0.6276947523112517,2.681526238443741,10.887726532357524,1.0515262384437412,5.849830241012331,39.937816443118194,1.055129834874168,5.922596697483357,0.7547058355163154,490.8473761556259,Severe
490.05722570462416,84.99075189332723,3.9141794282656948,3.2259179149430754,6.131324994145101,10.730164432225024,1.1028607916838646,5.519141115585116,38.7592911875258,1.1062659636169079,6.459824386272267,0.7770514014522687,490.6974776091111,Severe
517.8182731555816,84.97782372396674,5.5657193540214625,3.991250713314969,8.54141456867239,10.734491756029765,1.1773758284228502,5.494491244006133,38.48879449328431,1.252056603227841,7.150661053689656,0.9032384825966322,478.8085160853578,Severe
380.878339980512,93.42992661692882,7.60673797876758,14.108895024694993,20.377887256263286,10.5220384048331,1.1565707342366194,8.647745269283078,38.839856101354925,1.3412469622852097,9.131894028271812,2.059376279899287,506.1390860930281,Severe
520.5786118468662,88.40263089661798,9.890974468711551,9.741697570749315,18.471181874328458,10.656866933440208,1.3264154877947987,6.730278419631872,38.06030547258995,1.596710815525472,9.420410866208288,1.6422267936492099,464.83604801923764,Severe
270.7423901250324,104.32354889402319,3.1545475659880697,0.7533234043783673,2.7064660785887336,11.19533831364671,0.9414687504948717,8.982873642272576,43.3809442836884,1.072107337666555,6.242861420746264,1.585108697373467,502.05108697373464,Severe
522.5382309960751,90.83396939108071,12.961558804873466,13.824053773600616,25.520520501066294,10.601759533293727,1.4322216960760419,7.607588229963847,37.75611262378138,1.8413876721758469,11.031751246491389,2.166849243043708,454.9167159928711,Severe
453.9046554662632,87.78522863601692,5.136901948933417,6.8296146531292194,10.84881079206675,10.66124734469648,1.1206458465299407,6.555120560369041,38.78596876979491,1.1840755785684902,7.344630864864547,1.2016695859023323,495.8106808773579,Severe
511.57198793296595,83.37280392843286,3.0316932439775317,0.6205644146591773,2.717177926704114,10.787901805228481,1.0871779267041135,4.849206190504547,38.82786054861194,1.0503762764394515,5.827525528789031,0.49088334238956,487.28220732958863,Severe
521.8168222551782,89.93890320299386,11.831162431342191,12.321186520348697,22.925396593993057,10.622046618245832,1.3932704929680009,7.284617837526341,37.868097332717,1.7513130149885021,10.438556882491845,1.9737161942996706,458.5683912842499,Severe
522.7803461643397,91.13436650086231,13.340936115776255,14.328437678691762,26.39148147756817,10.59495089526604,1.4452942810892033,7.715981747364644,37.71852894186854,1.8716180250187828,11.230835822420993,2.2316674770672997,453.6911611478872,Severe
519.4536892994445,87.00691709481129,8.128300555822413,7.398214378595199,14.42449761487443,10.688501425774902,1.2656772625121866,6.226657301663547,38.23492787027747,1.4562536695594315,8.495418310341842,1.341066426622925,470.5302566394825,Severe
521.000470025674,88.92603873826589,10.551996339441867,10.620529232337642,19.988732443313058,10.645003655071035,1.3491929822636106,6.919141811269105,37.99482017599212,1.6493837714845996,9.767293125722905,1.755165203723736,462.7006579127865,Severe
462.0441687532299,87.683510089814,3.049813914436397,0.6266046381454657,2.6869768092726716,10.872464934036518,1.0569768092726717,5.696850886413685,39.76812200464416,1.0544030920969771,5.908061841939543,0.7143716113822306,490.30231907273287,Severe
498.8028085139601,84.31474663005487,3.6183935135482708,2.3541561553849957,4.990129155908058,10.746836001963642,1.0985584511061568,5.268529776933626,38.75283767665924,1.0874432235894356,6.245782942531295,0.6743330201594905,489.4605546930201,Severe
518.324461946757,85.60586223540263,6.35888131814675,5.045763245662442,10.362327677985146,10.720256975625507,1.2047066067990266,5.721108948041929,38.410218505452804,1.315259028222749,7.566886032710175,1.0387535920451736,476.24625561259126,Severe
521.0118598844307,88.9401703627975,10.569843440958216,10.64425703708156,20.029705186062007,10.644683355330972,1.349807957764533,6.924240983130918,37.99305212142697,1.6508059023304824,9.776658690122368,1.7582144572491423,462.643003959575,Severe
510.1817596675497,83.43519051149244,3.233543978775529,1.219899617445698,3.505309678112134,10.768527521196289,1.0929606396912805,4.942457262017085,38.744440959536924,1.0629527986493519,5.967291824641201,0.5406852726293203,487.85118391124314,Severe
409.17525164121116,91.24266687289372,6.649703086787226,11.288252188512898,16.68547263665908,10.575980371471992,1.1426502267169052,7.836875706259723,38.818975340075355,1.2803447418864597,8.43934877916603,1.7270241628661096,502.1369401811102,Severe
322.95168723057725,98.7876224646959,6.5424844418546595,10.88582223090728,16.08912985627247,10.738186018012218,1.085503035420808,9.264679851910277,40.53157038624053,1.2787652247342027,8.484786377419535,2.0860975145071583,507.0609751450716,Severe
524.4857298579841,93.2502700037755,16.013151509754547,17.881160514045526,32.526258814210365,10.546992973622494,1.5373734906448084,8.47947185992987,37.45380121439617,2.0845511971161192,12.633125451278229,2.6882268911138416,445.05873525204925,Severe
278.7562360225829,103.47381400456239,3.674577628429575,2.3086073988891904,4.760632887160815,11.125167898566804,0.9635772374378562,9.026129377595806,42.94358073764241,1.1038282102369241,6.586984826206631,1.6620077823925434,502.82007782392543,Severe
505.99209659439174,83.7590379154378,3.375243320199518,1.6375262218971276,4.052011500842507,10.760540831043299,1.095021721021084,5.062515249478137,38.74753258153163,1.071970029467242,6.069830620798925,0.5898935893783783,488.4437447935616,Severe
439.42300882877714,89.65236668553959,3.0580902849929266,0.6293634283309756,2.6731828583451223,10.911087996633658,1.0431828583451221,6.084001109113576,40.1975736768552,1.0562422855539837,5.944845711079675,0.8164468482460971,491.6817141654878,Severe
505.168337448317,83.82271183295201,3.4031038250784453,1.7196387280948362,4.159502394211748,10.758970511677397,1.0954269647284138,5.0861206954301,38.748140447092624,1.0737429706868102,6.089991495238585,0.5995687828908783,488.56025235941894,Severe
518.8755661101573,86.28962814342339,7.222422487569151,6.193845259855037,12.344814870959185,10.704759108263294,1.234462512134472,5.967834996448328,38.32467027761339,1.3840695593109662,8.020043674381228,1.1862932893334226,473.45663948739326,Severe
294.53969296964283,101.80024126362429,4.698789000429027,5.371775605719343,8.806362465650333,10.986965624711056,1.0071204196115853,9.111322560109624,42.08218300333603,1.166303210747057,7.264743922649892,1.8134623290837748,504.3346232908377,Severe
364.53255481085165,94.69340293953755,8.159571691921755,15.738246750191209,22.510820236832664,10.49087868645532,1.1646119518824982,9.116146197155524,38.85191792782375,1.3764272894859297,9.531944606154289,2.251360351194646,508.45093616621824,Severe
448.25256023386555,88.22211731558424,5.328062469030496,7.393016840542611,11.586342835059481,10.650472842654645,1.123426363185898,6.7170856555785665,38.790139544778846,1.1962403389383043,7.482961568498433,1.268054421063318,496.61007941594573,Severe
324.74372954183195,98.59760622346414,6.658772661884504,11.233612138501158,16.548479072915313,10.722494631575659,1.0904468969008199,9.27435262437117,40.43376790913595,1.2858585912055243,8.561738656108416,2.1032935544376343,507.23293554437635,Severe
418.5967795477,94.95620989736192,11.725682185220169,17.705685153957127,28.01894902882195,10.492745068933951,1.321633792893009,9.172222552081884,38.291373276651214,1.6881042064967173,11.062351325834301,2.5581697066492857,484.22225520818847,Severe
361.01856953859084,94.96502263497672,8.278418814031179,16.088521631899166,22.969354042498477,10.48418003048188,1.166340637294999,9.21684212243369,38.8545109559425,1.3839902881656205,9.6179467054262,2.2926327154181005,508.9479332223122,Severe
517.3420377933054,84.38694902813928,4.819492290297399,2.9991383500579936,6.828252939247005,10.747884201538094,1.1516623330468594,5.281283511513542,38.56272079249028,1.1925941451708624,6.75906594702613,0.7757424013573448,481.21915627685695,Severe
509.6785515279479,83.53760116991194,3.032385992774034,0.6207953309246781,2.71602334537661,10.791134632945493,1.0860233453766095,4.881611439763159,38.863806513941554,1.0505302206164522,5.830604412329041,0.49942724421308937,487.39766546233903,Severe
524.8133241334898,93.65672274380118,16.526468524129683,18.563617879891005,33.70471381203642,10.537780536178577,1.555061370537132,8.626133864037051,37.40294855970575,2.1254544193671174,12.902497122138406,2.775929295579946,443.4004965121439,Severe
