PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
8.86,41.75,6.5,8.99,15.02,12.11,0.68,6.51,10.1,0.1,0.56,0.07,86.0,Satisfactory
9.41,38.77,4.83,8.64,11.86,12.28,0.45,6.92,9.76,0.07,0.46,0.04,84.0,Satisfactory
7.81,26.51,5.34,9.11,10.68,11.83,0.44,6.2,9.13,0.09,0.55,0.05,63.0,Satisfactory
6.31,28.63,10.71,44.71,13.01,31.07,0.39,7.71,13.53,0.06,0.85,0.11,87.0,Satisfactory
10.4,30.27,13.23,57.09,17.23,15.31,0.45,10.59,14.46,0.06,0.49,1.06,78.0,Satisfactory
23.0,62.17,6.93,46.21,3.46,44.05,0.07,3.71,14.74,0.01,0.04,0.06,49.0,Good
28.28,87.32,14.82,74.51,18.74,36.24,0.27,16.38,14.26,0.08,1.3,2.24,85.0,Satisfactory
37.15,99.05,17.64,84.52,27.1,32.48,0.39,8.3,13.15,0.26,4.77,3.96,97.0,Satisfactory
25.0,82.86,16.61,78.74,16.86,27.66,0.2,12.95,15.26,0.09,1.79,2.61,93.0,Satisfactory
37.09,82.11,12.5,78.98,26.06,22.62,0.37,13.91,15.02,0.1,1.9,5.73,92.0,Satisfactory
24.59,59.97,13.43,70.69,22.2,26.24,0.32,4.45,16.52,0.1,0.74,3.38,66.0,Satisfactory
30.49,69.68,11.8,59.25,20.74,16.75,0.28,12.54,15.39,0.08,1.34,5.74,65.0,Satisfactory
23.2,43.26,10.21,42.07,14.05,19.98,0.31,9.58,22.48,0.08,0.78,5.44,66.0,Satisfactory
23.25,46.02,10.27,42.44,14.15,12.34,0.13,12.68,21.14,0.06,0.95,7.3,55.0,Satisfactory
15.79,36.7,12.37,46.68,15.99,15.62,0.15,11.29,18.76,0.1,1.52,3.93,70.0,Satisfactory
10.75,22.54,9.73,35.0,7.61,38.51,0.27,2.6,8.26,0.03,0.21,0.54,59.0,Satisfactory
9.93,21.82,8.85,31.44,11.36,6.56,0.25,1.98,24.77,0.05,0.22,0.96,62.0,Satisfactory
17.82,31.93,10.85,38.08,19.18,16.51,0.11,2.83,21.43,0.1,0.72,3.17,52.0,Satisfactory
13.08,34.21,10.23,37.98,11.32,9.41,0.1,4.39,26.59,0.04,0.7,2.76,52.0,Satisfactory
7.0,11.0,9.66,43.87,3.57,28.86,0.09,15.62,17.76,0.02,0.11,0.11,34.0,Good
21.28,37.15,10.08,43.64,10.2,31.24,0.17,4.1,21.7,0.05,0.3,1.73,66.0,Satisfactory
31.01,71.78,14.44,49.62,15.21,32.74,0.24,16.22,21.89,0.1,3.15,4.49,82.0,Satisfactory
33.84,76.67,11.69,51.19,16.1,18.67,0.3,7.71,23.63,0.11,3.73,6.82,78.0,Satisfactory
42.99,91.44,12.46,57.36,17.01,12.5,0.11,9.43,25.64,0.11,3.79,6.19,86.0,Satisfactory
39.5,103.83,8.76,53.2,15.5,16.89,0.17,7.08,27.93,0.08,1.92,5.0,100.0,Satisfactory
37.67,101.49,8.09,45.98,13.6,11.83,0.01,6.55,35.03,0.06,1.71,6.22,103.0,Moderate
16.68,31.02,9.57,42.12,20.85,25.01,0.24,8.03,29.57,0.08,1.2,2.13,70.0,Satisfactory
13.57,24.85,9.42,41.65,12.52,19.43,0.11,2.73,30.28,0.05,0.29,0.11,55.0,Satisfactory
12.72,33.72,7.59,26.93,7.84,17.95,0.19,9.91,25.02,0.02,0.11,0.13,72.0,Satisfactory
11.98,35.51,9.57,42.12,13.8,9.0,0.03,6.74,22.95,0.03,0.11,0.09,47.0,Good
9.83,32.3,10.92,35.58,12.75,12.28,0.07,5.53,23.2,0.02,0.09,0.22,73.0,Satisfactory
15.29,52.36,13.83,47.47,16.72,14.01,0.1,6.85,20.62,0.02,0.2,0.76,56.0,Satisfactory
15.45,57.53,10.46,40.95,13.83,10.52,0.2,6.22,23.05,0.01,0.17,0.7,63.0,Satisfactory
16.38,37.54,10.7,39.15,12.18,11.07,0.08,3.2,22.36,0.01,0.21,0.22,55.0,Satisfactory
12.88,45.38,11.5,45.99,3.87,11.22,0.05,1.55,30.7,0.0,0.06,0.06,65.0,Satisfactory
48.55,108.27,10.24,45.48,9.94,15.37,0.43,19.26,27.61,0.23,3.94,4.6,106.0,Moderate
50.52,99.86,12.08,63.89,20.04,21.18,0.65,15.29,26.79,0.48,10.12,4.94,104.0,Moderate
44.48,94.36,10.91,73.13,21.83,31.36,0.62,22.54,33.44,0.53,6.69,1.11,97.0,Satisfactory
45.06,101.0,8.9,61.79,15.27,27.21,0.59,15.96,38.65,0.22,4.61,0.46,97.0,Satisfactory
56.83,104.28,15.01,75.39,23.92,31.41,0.79,21.55,33.68,0.33,8.32,2.28,108.0,Moderate
54.95,94.42,26.16,87.44,31.02,28.7,0.53,23.06,26.69,0.47,9.19,3.78,100.0,Satisfactory
60.17,94.51,21.31,92.33,29.15,26.25,0.59,27.92,25.99,0.17,3.61,4.51,97.0,Satisfactory
58.85,101.67,12.43,75.82,22.89,29.97,0.97,29.86,35.87,0.07,1.53,0.66,103.0,Moderate
61.53,106.2,11.99,77.75,23.4,29.1,0.81,34.73,35.26,0.09,1.88,0.82,104.0,Moderate
59.04,100.29,12.44,71.09,21.95,39.49,0.51,35.22,35.03,0.13,3.11,0.48,102.0,Moderate
54.48,108.28,13.08,79.11,24.12,53.38,0.39,29.12,34.31,0.08,1.5,1.12,104.0,Moderate
58.23,108.26,10.82,66.72,20.79,34.59,0.3,30.29,29.52,0.08,2.06,0.31,107.0,Moderate
64.18,103.01,11.65,68.11,20.88,30.24,0.38,18.9,27.18,0.06,1.27,1.74,114.0,Moderate
61.11,105.64,11.8,60.83,19.19,47.92,0.33,32.05,38.81,0.11,1.83,0.73,107.0,Moderate
64.35,101.48,11.68,50.97,16.75,45.17,0.33,44.21,56.45,0.09,2.43,0.95,117.0,Moderate
62.16,99.01,9.59,41.2,13.55,39.85,0.38,47.38,70.1,0.07,1.48,0.81,116.0,Moderate
73.11,104.96,10.85,49.76,16.1,42.24,0.5,46.17,56.15,0.07,1.78,1.1,130.0,Moderate
63.6,97.16,7.96,25.39,9.13,27.36,0.33,19.58,55.87,0.09,1.61,0.62,129.0,Moderate
58.15,84.2,8.84,24.36,11.15,26.1,0.54,23.55,46.88,0.07,1.37,0.09,106.0,Moderate
73.45,106.62,9.75,35.18,17.47,24.59,0.57,47.02,58.59,0.17,4.44,1.96,118.0,Moderate
64.93,100.92,9.23,22.8,8.34,21.5,0.35,45.54,68.19,0.2,2.78,1.8,134.0,Moderate
61.75,97.54,9.6,23.49,9.26,20.77,0.35,35.06,58.34,0.08,1.68,2.07,104.0,Moderate
65.1,101.16,9.43,13.74,5.38,9.27,0.36,31.95,58.26,0.05,1.63,2.03,113.0,Moderate
67.23,100.75,10.41,31.41,11.5,12.51,0.26,31.89,66.88,0.08,1.35,2.46,151.0,Moderate
65.76,104.57,9.87,25.01,9.76,13.96,0.36,31.29,66.89,0.08,1.73,0.98,119.0,Moderate
66.65,112.8,8.73,18.35,7.51,22.83,0.35,40.78,72.73,0.16,1.99,0.28,124.0,Moderate
60.51,107.1,8.57,36.85,12.13,25.37,0.47,38.63,66.96,0.13,2.09,0.35,112.0,Moderate
65.33,103.8,8.22,42.02,13.74,24.24,0.45,35.56,74.13,0.12,1.21,0.13,147.0,Moderate
71.55,106.32,9.65,56.07,17.15,36.33,0.45,46.68,79.48,0.11,1.66,0.29,144.0,Moderate
62.24,97.74,8.99,52.96,25.65,33.77,0.92,46.54,79.89,0.13,2.3,0.45,129.0,Moderate
61.83,104.38,9.26,53.12,16.3,39.06,0.61,35.55,92.1,0.08,1.54,0.33,152.0,Moderate
60.96,98.46,8.93,48.17,14.97,30.06,0.64,28.22,91.75,0.05,0.86,0.5,163.0,Moderate
61.46,99.72,10.06,45.51,14.73,31.45,0.74,16.38,59.28,0.05,0.76,0.13,122.0,Moderate
67.56,102.5,9.75,35.21,12.11,27.89,0.54,25.31,55.35,0.06,1.11,0.16,125.0,Moderate
59.73,101.38,8.44,36.72,11.96,31.12,0.59,51.36,78.43,0.07,1.02,0.04,140.0,Moderate
63.35,103.32,8.28,38.09,12.26,33.57,0.49,42.96,75.33,0.05,0.85,0.06,104.0,Moderate
61.71,95.29,8.64,41.53,13.22,29.05,0.45,37.9,76.18,0.08,0.83,0.34,133.0,Moderate
61.8,98.96,10.96,58.71,18.26,36.62,0.52,44.93,67.7,0.07,0.82,0.33,141.0,Moderate
61.0,96.5,11.02,63.32,19.38,33.56,0.57,30.3,64.43,0.02,0.57,0.08,122.0,Moderate
55.76,85.33,11.63,59.47,18.69,38.92,0.51,36.43,53.54,0.03,0.57,0.06,105.0,Moderate
60.32,89.17,11.87,65.82,15.22,38.16,0.5,31.34,42.62,0.02,0.49,0.1,98.0,Satisfactory
62.65,91.64,10.05,51.12,14.74,37.16,0.52,34.96,63.49,0.05,0.85,0.18,124.0,Moderate
64.38,95.85,12.59,60.39,19.27,30.2,0.64,31.07,67.2,0.04,0.65,0.31,162.0,Moderate
63.41,102.09,10.63,37.87,13.16,23.54,0.59,41.97,50.88,0.02,0.61,0.33,136.0,Moderate
52.96,90.29,7.65,8.25,4.6,5.08,0.55,38.34,32.64,0.03,0.44,0.33,109.0,Moderate
59.95,98.75,7.69,5.3,4.13,3.64,0.5,48.96,51.89,0.03,0.67,0.4,106.0,Moderate
63.92,103.2,7.48,5.31,3.59,4.08,0.49,42.29,57.06,0.02,0.46,0.05,105.0,Moderate
55.4,95.5,7.97,27.3,6.7,16.48,0.3,41.03,49.06,0.02,0.36,0.11,113.0,Moderate
58.98,95.61,12.12,72.0,14.58,41.11,0.43,37.54,44.92,0.02,0.34,0.19,100.0,Satisfactory
58.86,97.97,10.58,54.03,10.45,31.73,0.38,23.1,49.67,0.02,0.15,0.12,103.0,Moderate
61.32,101.59,11.19,54.28,5.18,35.72,0.17,35.08,38.95,0.01,0.08,0.03,96.0,Satisfactory
57.06,89.69,9.88,38.29,9.69,23.13,0.28,8.7,33.69,0.03,0.04,0.04,112.0,Moderate
59.44,94.88,12.66,40.89,14.51,21.32,0.41,20.04,32.84,0.04,0.12,0.05,94.0,Satisfactory
66.0,104.04,12.87,46.01,15.87,28.38,0.49,38.17,39.49,0.02,0.35,0.06,112.0,Moderate
65.98,100.21,9.11,43.82,11.8,27.81,0.46,39.34,62.06,0.02,0.22,0.05,115.0,Moderate
58.07,91.26,10.79,58.31,9.62,28.78,0.32,44.6,47.96,0.01,0.13,0.08,109.0,Moderate
60.69,102.1,11.49,64.12,11.6,31.26,0.36,36.91,53.68,0.01,0.18,0.15,110.0,Moderate
63.73,106.83,9.61,60.81,12.1,17.46,0.29,30.48,62.7,0.02,0.08,0.22,126.0,Moderate
61.83,103.12,11.02,60.63,12.58,24.41,0.38,34.5,54.68,0.02,0.42,0.66,117.0,Moderate
61.79,97.38,10.11,68.61,13.47,34.77,0.37,45.32,50.84,0.03,1.08,0.86,104.0,Moderate
48.86,104.26,11.21,58.18,11.72,26.45,0.45,46.34,45.44,0.02,0.49,0.13,103.0,Moderate
60.56,103.88,10.75,55.27,8.25,30.9,0.26,41.86,37.38,0.01,0.46,0.06,105.0,Moderate
44.66,62.82,9.33,27.18,5.73,19.33,0.28,7.84,36.95,0.01,0.05,0.03,82.0,Satisfactory
57.33,93.83,22.06,49.45,7.32,26.91,0.25,13.93,27.81,0.02,0.31,0.21,96.0,Satisfactory
64.61,96.25,13.66,48.99,7.57,27.7,0.28,33.63,44.11,0.02,0.33,0.02,133.0,Moderate
56.65,95.79,18.38,60.92,14.28,31.24,0.47,34.23,40.88,0.05,1.14,0.57,117.0,Moderate
54.74,94.68,11.85,62.77,12.93,36.11,0.33,38.49,40.87,0.07,1.32,0.46,96.0,Satisfactory
61.36,96.74,10.63,65.8,13.12,31.03,0.32,43.85,46.78,0.03,0.97,0.31,102.0,Moderate
60.03,94.81,10.0,67.81,13.49,34.35,0.34,49.63,56.91,0.03,1.02,0.6,117.0,Moderate
54.24,95.55,11.18,73.32,14.68,29.32,0.42,45.43,49.4,0.04,1.08,0.9,106.0,Moderate
58.12,96.04,8.65,67.71,13.14,42.78,0.36,44.42,49.82,0.07,1.16,1.32,102.0,Moderate
60.2,95.54,11.1,67.78,13.76,26.75,0.33,37.44,42.22,0.04,1.07,1.73,101.0,Moderate
60.28,103.11,9.82,70.51,16.86,31.14,0.43,31.91,55.7,0.05,1.25,0.65,104.0,Moderate
61.28,103.5,8.23,58.82,17.39,19.36,0.51,11.31,63.02,0.03,0.64,0.12,106.0,Moderate
53.5,99.82,9.6,55.26,19.56,36.57,0.73,19.3,51.25,0.09,1.31,0.25,106.0,Moderate
54.32,92.67,9.02,69.63,25.52,34.58,0.74,42.58,49.14,0.2,3.11,1.5,95.0,Satisfactory
62.67,101.25,10.89,73.53,16.43,35.44,0.45,39.57,74.29,0.07,1.55,0.52,160.0,Moderate
60.05,98.82,9.38,58.31,14.69,24.76,0.48,10.11,57.89,0.04,0.69,0.92,124.0,Moderate
61.49,104.8,9.17,49.74,10.35,25.35,0.37,15.23,80.55,0.03,0.48,0.36,160.0,Moderate
61.98,110.38,7.84,40.04,8.45,18.5,0.28,6.27,83.19,0.03,0.23,0.04,173.0,Moderate
61.25,100.46,7.54,39.37,8.27,15.38,0.25,6.08,69.11,0.02,0.2,0.03,110.0,Moderate
47.21,80.12,9.69,52.0,10.85,24.87,0.33,20.73,47.61,0.02,0.77,0.18,103.0,Moderate
65.45,132.09,11.01,58.68,13.66,18.06,0.31,22.99,50.37,0.03,0.75,0.45,103.0,Moderate
116.03,197.89,12.2,58.2,12.48,26.16,0.15,37.31,56.42,0.04,0.99,0.65,215.0,Poor
96.21,162.27,10.97,57.6,13.18,36.67,0.0,25.88,45.66,0.06,1.2,0.53,276.0,Poor
75.89,147.99,12.09,69.76,15.64,23.85,0.0,34.18,36.8,0.04,0.78,0.29,158.0,Moderate
63.83,104.25,10.37,37.49,9.45,16.18,0.0,7.83,58.44,0.03,0.45,0.11,137.0,Moderate
62.34,100.56,10.32,34.38,8.88,15.23,0.0,3.21,52.76,0.02,0.2,0.05,102.0,Moderate
51.67,80.46,10.08,30.24,11.37,13.47,0.0,3.56,60.3,0.02,0.17,0.09,96.0,Satisfactory
61.42,112.53,7.05,36.21,8.33,11.94,0.0,6.6,53.49,0.03,0.29,0.5,98.0,Satisfactory
82.34,168.93,11.85,49.71,14.9,19.45,0.0,29.68,49.64,0.09,1.78,2.41,163.0,Moderate
115.47,212.64,11.78,55.94,13.1,30.92,0.0,55.61,51.68,0.08,1.87,1.46,236.0,Poor
108.41,166.25,10.43,49.01,11.51,26.15,0.0,16.8,43.54,0.06,0.94,0.08,281.0,Poor
73.75,114.17,10.06,38.15,9.48,20.75,0.0,7.78,47.92,0.04,0.35,0.05,183.0,Moderate
81.72,120.38,9.88,39.02,9.59,17.64,0.0,3.77,42.95,0.05,0.27,0.05,164.0,Moderate
83.39,140.24,14.4,52.77,12.14,19.03,0.0,21.93,30.43,0.06,0.85,0.07,184.0,Moderate
64.14,116.31,10.96,49.49,11.74,17.53,0.0,5.32,32.75,0.04,0.54,0.06,133.0,Moderate
54.56,81.16,10.06,34.26,8.81,14.66,0.0,4.16,58.14,0.04,0.24,0.05,126.0,Moderate
67.09,109.2,10.09,38.78,9.6,14.4,0.0,3.76,66.33,0.02,0.16,0.03,104.0,Moderate
76.51,135.24,10.68,49.29,11.62,15.32,0.0,9.0,55.29,0.02,0.33,0.04,150.0,Moderate
69.51,137.83,19.01,63.8,16.45,18.0,0.0,7.19,48.08,0.02,0.33,0.07,156.0,Moderate
60.61,111.85,10.06,49.44,16.53,15.71,0.0,6.68,53.25,0.02,0.46,0.3,113.0,Moderate
83.79,150.97,10.65,52.58,19.39,20.72,0.0,13.58,53.54,0.06,1.01,0.07,156.0,Moderate
71.49,148.62,10.19,50.58,11.72,19.98,0.0,12.35,53.29,0.03,0.38,0.03,151.0,Moderate
76.94,144.81,10.14,47.79,11.21,18.46,0.0,9.19,58.67,0.01,0.25,0.03,149.0,Moderate
64.21,108.56,9.54,32.92,8.41,14.62,0.0,4.04,75.82,0.0,0.1,0.03,132.0,Moderate
56.14,100.4,9.47,41.9,10.18,15.15,0.0,7.88,51.86,0.0,0.1,0.03,100.0,Satisfactory
68.79,131.75,8.46,43.74,7.53,18.29,0.0,12.09,43.59,0.0,0.1,0.03,115.0,Moderate
85.73,157.28,10.5,53.72,12.36,28.21,0.0,34.99,49.54,0.08,1.15,0.07,199.0,Moderate
62.96,124.01,19.88,60.35,16.06,25.86,0.0,19.96,56.94,0.06,0.75,0.08,129.0,Moderate
54.98,115.66,10.14,46.64,16.51,17.73,0.0,12.33,53.74,0.07,1.1,0.13,110.0,Moderate
44.56,87.45,10.32,35.7,9.92,16.81,0.0,5.74,74.98,0.03,0.37,0.17,151.0,Moderate
52.36,96.1,10.06,37.44,9.36,16.25,0.0,3.48,68.59,0.01,0.14,0.03,102.0,Moderate
58.81,109.98,9.92,42.23,10.17,16.49,0.0,8.29,76.03,0.01,0.2,0.04,113.0,Moderate
68.29,141.85,10.64,52.03,12.26,17.59,0.0,13.7,82.95,0.04,0.51,0.47,149.0,Moderate
56.73,117.29,9.79,45.95,10.79,18.65,0.0,11.04,98.75,0.02,0.32,0.04,164.0,Moderate
64.14,136.36,17.54,52.4,8.17,17.5,0.0,18.17,61.34,0.0,0.03,0.0,118.0,Moderate
93.54,188.21,8.44,60.66,11.41,26.73,0.0,25.9,42.44,0.0,0.0,0.0,185.0,Moderate
83.13,163.13,7.1,51.31,8.72,22.71,0.0,17.22,45.33,0.01,0.18,0.01,180.0,Moderate
70.3,134.14,8.62,45.89,10.47,19.35,0.0,7.48,50.11,0.02,0.31,0.04,161.0,Moderate
64.97,108.1,8.71,35.98,7.61,15.93,0.0,5.02,67.42,0.0,0.1,0.01,121.0,Moderate
62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,0.03,0.37,0.06,137.0,Moderate
66.1,129.76,13.81,40.94,12.43,17.52,0.08,10.89,38.79,0.05,0.75,0.14,123.0,Moderate
85.12,173.28,12.04,46.28,14.03,22.99,0.11,23.38,40.55,0.11,1.51,0.23,158.0,Moderate
82.76,203.34,13.26,46.37,15.73,26.52,0.28,29.72,37.61,0.25,2.46,0.85,193.0,Moderate
75.46,197.99,15.75,46.97,15.11,27.44,0.24,33.86,39.71,0.24,2.35,0.73,179.0,Moderate
63.58,163.83,10.87,40.25,9.18,31.66,0.23,27.84,50.72,0.22,2.36,0.53,141.0,Moderate
57.61,157.84,8.41,35.93,8.46,39.69,0.25,22.31,39.94,0.2,2.08,0.38,160.0,Moderate
53.34,144.79,11.52,44.31,13.02,22.19,0.24,25.23,39.26,0.17,2.14,0.48,128.0,Moderate
65.52,167.51,12.37,46.93,13.69,30.84,0.27,20.72,49.52,0.16,1.92,0.57,161.0,Moderate
72.0,184.43,13.74,48.13,14.06,29.77,0.28,24.77,52.2,0.22,3.77,1.91,164.0,Moderate
68.68,178.16,14.91,44.73,14.36,41.8,0.21,30.71,56.79,0.27,5.19,1.92,183.0,Moderate
80.73,198.07,9.99,46.49,13.6,47.49,0.21,40.3,51.85,0.36,5.39,1.32,165.0,Moderate
64.09,163.99,10.4,44.5,12.84,29.14,0.22,26.83,57.97,0.25,3.35,2.7,165.0,Moderate
55.13,148.99,12.48,39.79,11.67,29.39,0.28,17.65,64.27,0.18,2.08,0.46,179.0,Moderate
69.06,177.21,13.34,45.33,13.98,40.73,0.23,27.21,64.43,0.31,2.94,0.94,197.0,Moderate
63.3,161.94,7.64,38.86,9.94,25.67,0.24,15.45,38.61,0.14,1.65,0.41,166.0,Moderate
57.86,130.83,7.72,29.63,8.8,18.51,0.19,10.31,42.14,0.08,0.98,0.31,147.0,Moderate
28.95,87.02,7.66,25.79,7.97,17.57,0.14,7.43,51.83,0.08,0.97,0.28,142.0,Moderate
32.73,90.8,7.83,25.01,7.66,18.84,0.16,10.15,68.85,0.06,0.92,0.22,116.0,Moderate
31.06,69.14,7.81,19.79,6.75,15.43,0.14,14.85,55.32,0.05,0.92,0.17,102.0,Moderate
42.16,106.15,8.94,28.0,8.86,17.68,0.17,9.61,50.93,0.09,1.39,0.36,106.0,Moderate
35.62,80.09,7.05,17.76,6.07,14.61,0.14,12.29,55.68,0.05,0.74,0.18,109.0,Moderate
45.6,118.95,8.68,28.85,8.91,16.96,0.13,13.64,57.87,0.09,1.85,0.48,124.0,Moderate
77.14,189.5,13.65,45.09,14.68,24.9,0.2,19.6,47.16,0.17,3.35,1.02,181.0,Moderate
30.97,89.71,8.47,24.09,8.42,13.14,0.12,9.13,42.43,0.05,1.05,0.31,113.0,Moderate
30.33,111.84,9.63,33.13,10.18,8.95,0.11,12.9,43.3,0.06,1.02,0.57,108.0,Moderate
43.8,146.18,11.64,41.87,12.69,15.42,0.16,22.58,44.15,0.16,1.75,0.53,117.0,Moderate
63.7,181.89,11.59,42.87,12.28,32.61,0.21,25.87,52.81,0.21,2.59,0.42,143.0,Moderate
50.64,132.94,9.56,37.51,11.09,26.41,0.16,17.73,50.11,0.22,2.27,0.26,161.0,Moderate
21.27,57.52,8.25,18.26,6.57,13.73,0.11,7.85,41.95,0.04,0.66,0.12,95.0,Satisfactory
27.44,44.62,9.18,24.38,8.05,12.84,0.11,7.14,42.8,0.04,0.91,0.17,76.0,Satisfactory
54.73,118.8,12.86,45.98,14.49,21.57,0.16,17.35,39.39,0.19,2.51,1.2,97.0,Satisfactory
67.57,186.0,20.68,52.24,17.22,33.02,0.2,21.64,34.77,0.33,4.68,3.14,146.0,Moderate
63.1,216.97,17.42,54.07,17.35,40.79,0.19,24.11,29.02,0.22,3.34,1.32,167.0,Moderate
52.04,186.28,15.13,43.35,12.52,41.5,0.19,24.0,25.22,0.2,2.61,0.43,144.0,Moderate
61.33,191.22,13.78,50.59,14.69,33.24,0.17,29.93,41.21,0.24,3.57,0.54,145.0,Moderate
60.92,175.69,12.57,52.0,14.03,26.07,0.17,21.17,68.16,0.16,2.49,0.75,171.0,Moderate
60.33,158.98,12.2,48.25,13.65,21.52,0.23,10.61,64.54,0.1,1.34,0.35,175.0,Moderate
54.59,135.47,10.5,42.79,11.92,19.77,0.17,11.49,64.9,0.11,1.25,0.32,148.0,Moderate
60.55,148.34,9.42,41.27,11.22,24.64,0.19,14.86,63.64,0.1,1.74,0.25,137.0,Moderate
62.45,152.69,9.35,38.24,10.57,19.94,0.17,12.7,65.94,0.09,1.29,0.25,140.0,Moderate
57.61,144.64,9.53,39.4,10.9,17.01,0.16,13.08,66.96,0.09,0.97,0.22,164.0,Moderate
51.42,128.17,9.57,38.28,10.72,16.62,0.16,10.89,57.96,0.09,1.07,0.21,154.0,Moderate
49.28,117.75,9.55,33.72,10.29,15.1,0.16,6.55,57.0,0.09,0.89,0.2,127.0,Moderate
47.02,122.96,9.2,35.07,10.75,15.91,0.17,8.66,54.3,0.1,1.26,0.2,114.0,Moderate
45.77,119.32,9.23,35.7,10.05,16.73,0.15,8.68,62.1,0.09,0.94,0.2,150.0,Moderate
44.15,117.72,9.09,30.98,8.99,14.2,0.14,6.09,59.95,0.08,0.86,0.4,136.0,Moderate
51.9,144.41,10.08,41.35,11.47,15.37,0.16,8.48,49.08,0.09,1.51,0.37,123.0,Moderate
50.37,125.87,9.17,34.02,9.63,14.48,0.15,7.24,53.76,0.09,1.12,0.26,132.0,Moderate
43.52,105.3,9.33,30.44,8.9,15.11,0.14,10.83,55.87,0.08,0.92,0.18,123.0,Moderate
47.15,98.46,9.49,29.71,8.89,12.67,0.15,7.18,43.12,0.07,0.71,0.19,103.0,Moderate
44.33,118.21,6.25,36.95,9.88,20.89,0.16,9.13,39.14,0.1,0.98,0.37,92.0,Satisfactory
48.68,119.71,9.41,32.91,10.06,14.76,0.14,9.66,48.79,0.05,0.77,0.24,136.0,Moderate
68.34,186.2,11.67,38.38,11.62,19.05,0.2,16.14,41.4,0.56,1.45,0.28,128.0,Moderate
77.56,193.33,16.76,49.22,23.27,17.48,0.29,14.15,36.76,0.24,1.7,0.62,175.0,Moderate
67.48,184.29,4.95,39.61,11.11,22.74,0.21,17.04,46.58,0.16,1.21,0.31,164.0,Moderate
77.94,235.99,13.35,52.07,16.81,33.95,0.23,30.86,41.49,0.48,2.44,0.33,192.0,Moderate
158.04,485.88,38.01,70.52,16.42,51.93,0.3,70.39,10.79,0.28,2.07,0.65,199.0,Moderate
59.32,161.14,9.86,37.36,11.15,26.62,0.15,18.52,64.29,0.13,1.15,0.26,173.0,Moderate
60.92,155.57,8.26,32.52,10.17,23.64,0.17,16.51,53.34,0.13,1.05,0.25,165.0,Moderate
57.68,161.11,6.46,29.2,9.42,16.22,0.16,15.79,46.79,0.2,0.98,0.3,152.0,Moderate
56.31,172.7,8.75,28.75,8.96,16.17,0.15,14.29,41.88,0.17,1.12,0.29,148.0,Moderate
68.97,221.35,11.91,41.41,12.46,28.4,0.23,23.3,41.35,0.18,1.69,0.6,173.0,Moderate
70.99,219.74,10.84,45.1,13.09,23.76,0.25,22.43,56.8,0.26,1.54,0.57,191.0,Moderate
57.04,157.84,8.37,27.79,8.08,30.84,0.14,9.25,50.43,0.22,1.59,0.24,166.0,Moderate
49.73,155.18,8.94,35.29,10.53,41.98,0.12,15.24,48.24,0.16,1.49,0.24,131.0,Moderate
45.5,146.01,9.86,37.88,11.26,26.61,0.13,15.64,48.44,0.09,1.09,0.26,136.0,Moderate
53.51,173.04,12.27,42.5,13.91,36.91,0.19,19.01,42.89,0.17,1.46,0.43,143.0,Moderate
58.3,187.29,14.55,42.34,13.23,45.33,0.16,23.97,36.37,0.2,1.88,0.44,156.0,Moderate
57.26,195.54,12.62,40.89,12.81,32.1,0.17,19.79,33.12,0.32,2.92,0.47,162.0,Moderate
55.63,186.41,13.26,42.61,16.03,26.05,0.18,27.37,35.6,0.22,1.94,0.67,156.0,Moderate
61.48,178.52,7.13,51.82,10.74,30.94,0.06,19.33,26.72,0.1,0.95,0.64,151.0,Moderate
63.36,195.29,12.52,45.42,15.74,36.73,0.19,22.7,48.36,0.2,2.02,0.67,171.0,Moderate
37.64,90.98,8.81,23.58,8.78,33.13,0.09,5.2,70.21,0.04,0.61,0.12,142.0,Moderate
27.39,97.09,6.2,29.07,8.18,38.26,0.09,10.98,59.6,0.08,0.94,0.23,127.0,Moderate
24.73,71.82,6.14,25.71,8.76,25.94,0.1,11.4,55.85,0.06,0.94,0.11,99.0,Satisfactory
24.54,68.79,6.44,26.4,8.54,26.54,0.09,11.13,45.05,0.09,1.48,0.12,99.0,Satisfactory
29.34,70.91,5.92,21.73,7.49,25.34,0.1,5.69,64.01,0.04,0.67,0.12,110.0,Moderate
37.31,85.68,6.09,25.09,8.5,34.75,0.11,4.14,54.45,0.04,0.63,0.17,118.0,Moderate
43.24,111.88,6.23,26.06,9.73,22.03,0.15,8.28,52.6,0.05,0.75,0.23,130.0,Moderate
40.48,113.26,6.06,24.97,10.1,16.38,0.15,8.41,65.03,0.12,0.82,0.17,138.0,Moderate
38.11,89.14,5.12,25.56,7.62,24.02,0.11,11.54,50.37,0.03,0.64,0.17,122.0,Moderate
27.81,82.02,3.79,18.72,4.24,14.29,0.06,10.16,62.99,0.02,0.5,0.08,131.0,Moderate
32.95,91.33,5.63,41.36,9.72,38.95,0.06,10.25,53.25,0.06,0.76,0.13,109.0,Moderate
31.54,71.48,5.72,56.78,17.44,54.45,0.16,5.59,93.07,0.03,0.54,0.12,165.0,Moderate
30.22,66.24,8.1,72.96,22.12,50.53,0.14,3.96,57.35,0.02,0.61,0.16,123.0,Moderate
